sampleID,HGNC_symbol,Control,Mutant,Log2FC,pvalue,"","",""
sample2,ZSCAN9,,,0.86351617756969,0.000541751006080285,"","",""
sample2,TET1,,,1.46441316450637,0.000539388737257627,"","",""
sample2,CCDC85B,,,0.503335513984401,0.000396704180778596,"","",""
sample2,TMEM147,,,0.457356069021397,0.000387607199003757,"","",""
sample2,AARS2,,,-1.12396319492257,0.000428426893001663,"","",""
sample2,ZNF436,,,0.820512429991867,0.000444863569464982,"","",""
sample2,MFSD5,,,0.643944659883287,0.000516766877017853,"","",""
sample2,CENPT,,,1.00007369979369,0.000530435030613501,"","",""
sample2,TPPP,,,0.933585260743672,0.000399708607451929,"","",""
sample2,WDCP,,,0.65041399626595,0.000546676844147965,"","",""
sample2,ADA,,,0.80804820869384,0.000479284730746467,"","",""
sample2,ABR,,,0.519387726188699,0.000389574485924335,"","",""
sample2,TSC22D2,,,-0.572350420583438,0.000397641955927086,"","",""
sample2,C18H2orf69,,,0.543984841057224,0.00051479554098121,"","",""
sample2,CD5L,,,3.35441178621533,0.000118432758593816,"","",""
sample2,ZNF691,,,0.656071319586897,0.000563870777815555,"","",""
sample2,MYC,,,-1.25367363308538,0.000465116659196379,"","",""
sample2,NME2,,,0.595368325835953,0.000428845614798323,"","",""
sample2,CEP19,,,0.511772436018002,0.000444774921530368,"","",""
sample2,ZFP30,,,0.559806828906209,0.000494161259476796,"","",""
sample2,GID8,,,0.335688826686902,0.000437958769728539,"","",""
sample2,IRF2BPL,,,0.788185270693117,0.000417914395696389,"","",""
sample2,CD276,,,0.409772109671643,0.000439514144555464,"","",""
sample2,CCNL1,,,-0.907479060448521,0.000425913089288199,"","",""
sample2,ZNF875,,,0.705828900832374,0.000574594013010747,"","",""
sample2,DNASE2,,,0.785586359794219,0.000571636487429506,"","",""
sample2,DUSP13B,,,1.66608500384797,0.000597350680393679,"","",""
sample2,COMMD8,,,0.467041458440617,0.000544655715627778,"","",""
sample2,DUSP7,,,0.651016161488649,0.000454907447428228,"","",""
sample2,MYL3,,,-1.80285071722974,0.00041907318617494,"","",""
sample2,FBXO46,,,0.60079393344261,0.000589976746276714,"","",""
sample2,LDLR,,,-2.53738531392896,0.000624324649889509,"","",""
sample2,MARCHF7,,,-0.511734864361648,0.000435016318858999,"","",""
sample2,IFI30,,,1.22344654889982,0.000621478786996181,"","",""
sample2,KHDC4,,,-0.61652763121848,0.000462954577763278,"","",""
sample2,CCDC159,,,-0.818144632647251,0.000559123290623366,"","",""
sample2,KCTD18,,,0.624572920836035,0.000600286579744811,"","",""
sample2,ARID3A,,,1.08712819886702,0.000633502261707234,"","",""
sample2,MSANTD4,,,0.501269730205519,0.000477592851376852,"","",""
sample2,GOLPH3L,,,0.474904250647218,0.000523313466903511,"","",""
sample2,TIMM10,,,0.453884098011582,0.000486502961041495,"","",""
sample2,DIXDC1,,,-0.78869825420182,0.000498786229118342,"","",""
sample2,NUP98,,,-0.592695997354794,0.000484526869907407,"","",""
sample2,TGM1,,,3.19910392437432,0.000366589429139295,"","",""
sample2,ZNF319,,,0.580689062033287,0.000566605881387779,"","",""
sample2,FOS,,,-2.21921416912397,0.000487357848902306,"","",""
sample2,TMEM216,,,1.03224170123925,0.000650197467488354,"","",""
sample2,MSS51,,,-0.957762083620974,0.000604335994357811,"","",""
sample2,B3GLCT,,,0.59872175017673,0.000619282432559923,"","",""
