"GENENAME","ENSEMBL","ENSEMBL.1","PC1","PC2","PC3","PC4","PC5"
"ZMYM3","ENSECAG00000000294","ENSECAG00000000294",0.000692593415743067,0.0078139699366309,-0.00119544318954127,0.00393657191516766,0.00707979800656368
"MRE11","ENSECAG00000000295","ENSECAG00000000295",-0.00173684110211434,-0.00250734342612495,-0.00749537536861866,0.00561582476764206,0.001804855928626
"LAMC3","ENSECAG00000000296","ENSECAG00000000296",-0.025847551340137,0.00188453160194717,0.0341558060216489,0.0244388364997999,-0.00806501743356263
"DENND4C","ENSECAG00000000298","ENSECAG00000000298",-0.00294911148275154,0.00347150778501891,0.00196065754648904,0.0031909462682952,0.00357788955622935
"LRRC8E","ENSECAG00000000299","ENSECAG00000000299",-0.00311587079780245,0.0128579913808706,0.00652905538992674,-0.00669341591191604,0.0261361999649673
"ARL3","ENSECAG00000000300","ENSECAG00000000300",-0.00521307276617298,0.00281741882298028,0.000165234244303129,-0.00312972624653923,0.00470711863347779
"ZNF341","ENSECAG00000000301","ENSECAG00000000301",0.00176095495904111,0.00715083266149471,-0.0103305131859543,0.0038676929688836,0.00249323861836687
"PMM1","ENSECAG00000000302","ENSECAG00000000302",-0.00273030744087852,-1.93255087950278e-06,0.00044737604250038,0.00172981754301472,0.00534737931400842
"SLC2A1","ENSECAG00000000303","ENSECAG00000000303",-0.00572938281408951,0.0132106036394913,0.00337114971523899,-0.00105668800771884,0.00839732534408795
"GLRX3","ENSECAG00000000306","ENSECAG00000000306",0.000607638796384983,0.000237478123265636,0.00759030058009445,-0.00408213345704704,-0.00245321618658119
"BACH1","ENSECAG00000000307","ENSECAG00000000307",0.00151268318738319,-0.00228859726192033,-0.00660437488645649,0.00533825304808033,-0.00418501612607208
"RICTOR","ENSECAG00000000308","ENSECAG00000000308",-0.00489750753311713,0.00287793213983767,0.00220469744914448,0.00726192307272821,-0.00203990869176205
"EIF4ENIF1","ENSECAG00000000311","ENSECAG00000000311",0.00148896777598414,-0.000171437336396321,0.00120043553161653,-0.00158439352668116,0.00357293319272517
"ECI2","ENSECAG00000000313","ENSECAG00000000313",0.00296192382094269,0.00418267306509734,-0.000588523749776161,-0.00833598119708199,0.000710917931879998
"SART3","ENSECAG00000000314","ENSECAG00000000314",0.0010955247355229,-0.0007573548851729,-0.000707997149388872,-6.79085427441017e-05,0.00152035659656112
"SRP14","ENSECAG00000000319","ENSECAG00000000319",0.00123824167626313,-0.000506168411038675,0.00429670149158635,-0.00357725442907005,-0.00277317672304598
"TUSC3","ENSECAG00000000320","ENSECAG00000000320",-0.00861571157017977,0.0015014241127925,0.00372196412672439,-0.00556824351138869,-0.00300538401968537
"RASEF","ENSECAG00000000324","ENSECAG00000000324",0.00405981609165517,0.0143982313565219,-0.0106732863955262,-0.0137345602545953,-0.0138558148565637
"FAM131A","ENSECAG00000000326","ENSECAG00000000326",-0.0014032867652767,-0.00572902815766597,-0.00298533898058182,-0.00536987551466612,-0.00485627837631571
"RNF181","ENSECAG00000000327","ENSECAG00000000327",-0.00190428815356482,0.000960740624013961,0.0092082165302834,-0.00769491588985022,0.00291039197679735
"C20H6orf62","ENSECAG00000000329","ENSECAG00000000329",0.00151589031201208,-0.00115557103135588,-0.0020175537613031,-0.00101484231511258,-0.00135045988595944
"KDM1B","ENSECAG00000000331","ENSECAG00000000331",0.00802341634527341,0.00465898229164679,0.00454928553990617,-0.000206049633030309,-0.00544377245260678
"EIF2B2","ENSECAG00000000332","ENSECAG00000000332",2.90701752973106e-05,-0.00113778179724453,0.00560838744214943,-0.00239796189221678,-0.000760473255935126
"CNTN5","ENSECAG00000000340","ENSECAG00000000340",-0.0119188535826787,-0.0076725282037896,-0.00239771548983278,0.0100086214797973,-0.00523557909355312
"ZNF112","ENSECAG00000000345","ENSECAG00000000345",0.00250138232506215,0.00204340298648735,-0.00633064799773253,0.00482249249566948,0.00911193928807365
